lake,sed.date,B2mean,B3mean,B4mean,B2max,B3max,B4max,B2min,B3min,B4min
Lake Bonney,2018-11-28,0.4540762100965621,0.423624748271174,0.40232859647900193,0.5785015821456909,0.5437701940536499,0.5327690839767456,0.33905166387557983,0.30104517936706543,0.2783714830875397
Lake Bonney,2018-11-30,0.4505244806177513,0.4185769688799549,0.39743272024371423,0.5669270753860474,0.5308204293251038,0.5200404524803162,0.34254249930381775,0.3076779842376709,0.2848046123981476
Lake Bonney,2018-12-05,0.5188314635485046,0.49336910780444176,0.47917159763664785,0.6160735487937927,0.5896881818771362,0.5849405527114868,0.41641417145729065,0.3871172368526459,0.36895647644996643
Lake Bonney,2018-12-19,0.6058199837099888,0.574111309240941,0.593696863177904,0.7015379667282104,0.6671804189682007,0.6960975527763367,0.5254032611846924,0.4890120327472687,0.5025438666343689
Lake Bonney,2018-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2018-12-30,0.6416547619788451,0.6215540180022778,0.6432495378290106,0.7135945558547974,0.6848062872886658,0.7007810473442078,0.3826627731323242,0.3631405532360077,0.36955222487449646
Lake Bonney,2019-01-01,0.5939233170943485,0.5668483239256749,0.5868588255150389,0.6544755101203918,0.6166674494743347,0.632659375667572,0.35366928577423096,0.3187909424304962,0.3369283974170685
Lake Bonney,2019-01-04,0.6028256513397411,0.5778136620200188,0.5923383352206728,0.6762681603431702,0.6425690054893494,0.657248318195343,0.3258247375488281,0.30313625931739807,0.31081974506378174
Lake Bonney,2019-01-06,0.6173051405768211,0.5939982241634335,0.6138633424136203,0.691569983959198,0.6603272557258606,0.676695704460144,0.3542684316635132,0.3242324888706207,0.33210471272468567
Lake Bonney,2019-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2019-01-11,0.5911998625316752,0.5643276946651766,0.5795173822829225,0.6824324131011963,0.6581132411956787,0.6768237948417664,0.3356718420982361,0.29313239455223083,0.29756128787994385
Lake Bonney,2019-01-15,0.5950007311948109,0.5718028836806379,0.587233872914968,0.6728760600090027,0.6410539150238037,0.6499538421630859,0.3039228320121765,0.27653205394744873,0.27366191148757935
Lake Bonney,2019-01-24,0.5431349651231441,0.5147310385008554,0.5212919593772992,0.6316555142402649,0.5975327491760254,0.6014117002487183,0.2756068706512451,0.24347850680351257,0.23856599628925323
Lake Bonney,2019-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2019-01-27,0.4741967815966113,0.4313395453397299,0.4399114754930911,0.552051305770874,0.5060086250305176,0.5291809439659119,0.3639466166496277,0.33690401911735535,0.33623114228248596
Lake Bonney,2019-11-04,0.4122805459825442,0.3607643573964276,0.32402908695701094,0.49542924761772156,0.4514619708061218,0.4423501491546631,0.26753145456314087,0.22255945205688477,0.2037433236837387
Lake Bonney,2019-11-06,0.41999076569202437,0.36510698323030066,0.3251814369246398,0.5077390074729919,0.46205100417137146,0.4491734504699707,0.2638123035430908,0.21640734374523163,0.19937020540237427
