date,lake,sed_mean,sed_mean_bb
2020-11-29,Lake Fryxell,0.3177069151507537,0.32283535123543633
2020-12-01,Lake Fryxell,0.33210589252229566,0.37267127969211206
2020-12-03,Lake Fryxell,0.3149458376197134,0.3694103697973086
2020-12-08,Lake Fryxell,0.2603409679334745,0.37736214613331887
2020-12-10,Lake Fryxell,0.2339182736500845,0.3675783645165594
2020-12-14,Lake Fryxell,0.23993095283778484,0.3346098346290765
2020-12-15,Lake Fryxell,0.2936988228443391,0.31746957165406164
2020-12-21,Lake Fryxell,0.22102189835346855,0.2940500861495957
2020-12-24,Lake Fryxell,0.3090377395296917,0.3211435907821458
2020-12-26,Lake Fryxell,0.2892884736259654,0.324773372816188
2020-12-30,Lake Fryxell,0.31842081243688675,0.3416146307631775
2021-01-06,Lake Fryxell,0.3391409965767955,0.3748198171755425
2021-01-13,Lake Fryxell,0.3162915405460752,0.380352241036139
2021-01-16,Lake Fryxell,0.34340434389434515,0.3803263367118692
2021-01-18,Lake Fryxell,0.38705619800758645,0.4072975028950469
2021-01-22,Lake Fryxell,0.40837692247581897,0.46850836176173133
2021-02-01,Lake Fryxell,0.3940147330492676,0.4425451663651861
2021-10-31,Lake Fryxell,0.37062487476702477,0.42495679614463244
2021-11-04,Lake Fryxell,0.37541994173971177,0.43404565051310046
2021-11-09,Lake Fryxell,0.4006946883813928,0.4747196384390494
2021-11-11,Lake Fryxell,0.41637619020612665,0.48485485548363594
2021-11-15,Lake Fryxell,0.4217745519532761,0.49310212093057915
2021-11-20,Lake Fryxell,0.41323453295273904,0.4574604409753828
2021-11-29,Lake Fryxell,0.2698139970500188,0.25493428923357697
2021-12-01,Lake Fryxell,0.30726577383047793,0.37799590548677164
2021-12-02,Lake Fryxell,0.34619000929416305,0.4200395845380941
2021-12-04,Lake Fryxell,0.4421785547171659,0.5386006157649191
2021-12-06,Lake Fryxell,0.43612720241822234,0.5467760886688878
2021-12-08,Lake Fryxell,0.418819624329442,0.5405128328199673
2021-12-11,Lake Fryxell,0.3945348129464007,0.5128153722761268
2021-12-18,Lake Fryxell,0.14374911479931937,0.14679997261697636
2021-12-20,Lake Fryxell,0.1506616112830287,0.14770583082620697
2021-12-22,Lake Fryxell,0.12181927676614497,0.09148194077901746
2021-12-24,Lake Fryxell,0.1440340991749721,0.14537205329493977
2022-01-05,Lake Fryxell,0.28580004940278975,0.2702726082022029
2022-01-07,Lake Fryxell,0.2931803475615016,0.30343023648387507
2022-01-12,Lake Fryxell,0.22843462222423488,0.25911380597075123
2022-01-14,Lake Fryxell,0.2666301107655706,0.2949822191008948
2022-01-16,Lake Fryxell,0.27508319311542534,0.2967746396710102
2022-01-19,Lake Fryxell,0.3746305674361942,0.3806514994318324
2022-01-21,Lake Fryxell,0.442704296891423,0.4956601427910023
2022-01-25,Lake Fryxell,0.38767805208881717,0.4011635034156025
2022-01-28,Lake Fryxell,0.37230556147141725,0.39145484275387643
2022-11-07,Lake Fryxell,0.5629135056023618,0.5868489910337261
2022-11-14,Lake Fryxell,0.3987291261852712,0.39416964049626113
2022-11-16,Lake Fryxell,0.49874618390083103,0.4205675779428697
2022-11-18,Lake Fryxell,0.5170188466670764,0.52674789280787
