DATASET_CODE,FLIGHT_DATE,DATE_TIME,LATITUDE,LONGITUDE,ALTITUDE,RADIATION
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:18,-77.62281167,162.9007483,74.3,0.005901344
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:21,-77.62281167,162.900685,74.8,0.03946523
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:24,-77.62282,162.9006333,76.9,0.07616422
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:27,-77.62282167,162.90057,80.1,0.0922085
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:30,-77.62284,162.9005083,83.6,0.1029047
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:33,-77.62284333,162.9004183,87.5,0.1076995
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:36,-77.62284833,162.9003833,91.5,0.1115723
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:39,-77.62284333,162.9002967,94.8,0.1132314
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:42,-77.62285833,162.90017,97.5,0.1134159
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:45,-77.62290833,162.90003,100,0.1148912
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:48,-77.62295333,162.8998633,102,0.1136003
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:51,-77.623035,162.8997267,103.7,0.1139691
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:54,-77.62311833,162.8996883,105.5,0.1117561
ALBEDO_BOX,11/20/2015,11/20/2015 12:09:57,-77.62328333,162.8998517,107.7,0.1136003
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:00,-77.62348333,162.9003367,111.8,0.1189483
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:03,-77.62374667,162.9011733,117.7,0.1359146
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:06,-77.62407667,162.9024033,124.6,0.1552783
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:09,-77.62447167,162.9040967,132.6,0.1550939
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:12,-77.624875,162.906345,141.1,0.149377
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:15,-77.62513333,162.9092183,153,0.149377
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:18,-77.62518333,162.9124017,165.4,0.1488237
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:21,-77.62495833,162.9155167,176.5,0.1578601
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:24,-77.62448333,162.9183033,185.8,0.1748264
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:27,-77.62385,162.9204333,194.6,0.1805433
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:30,-77.62311167,162.9219917,205.7,0.1916083
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:33,-77.62233333,162.9232367,217.7,0.2017511
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:36,-77.62152667,162.9245217,227.9,0.2157667
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:39,-77.62074,162.9257483,237.3,0.2297824
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:42,-77.61997667,162.9270583,244.8,0.2397408
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:45,-77.61924333,162.92841,250.9,0.2419527
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:48,-77.61853333,162.9299217,256.3,0.2417683
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:51,-77.61784667,162.9314867,261.2,0.2386332
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:54,-77.61717833,162.9332583,265.9,0.2373423
ALBEDO_BOX,11/20/2015,11/20/2015 12:10:57,-77.616525,162.9351033,271.1,0.2377111
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:00,-77.615865,162.9368233,276.3,0.2338384
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:03,-77.61525,162.9384233,282.9,0.2307033
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:06,-77.61464667,162.9398733,289.8,0.2284904
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:09,-77.614035,162.9412217,295.7,0.2277527
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:12,-77.613425,162.9425417,300.6,0.2268306
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:15,-77.61280667,162.94386,305.8,0.2253553
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:18,-77.61219,162.9451667,312.4,0.2253553
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:21,-77.611575,162.946665,318.5,0.2279371
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:24,-77.61097833,162.9484333,325,0.2327319
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:27,-77.61040167,162.9504433,330.6,0.2415839
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:30,-77.60985667,162.9526533,335.7,0.2567059
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:33,-77.60934,162.9550583,340.5,0.2762539
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:36,-77.60885,162.9577833,343.7,0.2862123
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:39,-77.60840667,162.9608883,344.7,0.2880565
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:42,-77.608015,162.9643467,343,0.2954331
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:45,-77.60772,162.9681083,338.5,0.3076045
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:48,-77.60755167,162.9722033,331.5,0.3382174
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:51,-77.60752167,162.9762667,326.2,0.350942
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:54,-77.60758,162.9802133,321.6,0.3343447
ALBEDO_BOX,11/20/2015,11/20/2015 12:11:57,-77.60769833,162.9840517,317.2,0.3173772
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:00,-77.60785667,162.9878567,313.1,0.3059435
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:03,-77.60806167,162.991685,307.7,0.2832605
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:06,-77.60834667,162.9955417,301.1,0.2583646
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:09,-77.60869333,162.9994167,294.2,0.2222193
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:12,-77.60907,163.0032583,288.1,0.1893936
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:15,-77.60950333,163.0071683,280.9,0.176669
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:18,-77.60994333,163.0111367,275.3,0.1657885
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:21,-77.610395,163.0148983,272.1,0.1552769
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:24,-77.61081,163.0184517,269.4,0.1458718
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:27,-77.61121833,163.021895,265.8,0.1414458
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:30,-77.61160833,163.02528,260.1,0.1333316
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:33,-77.61203833,163.02852,253.3,0.1333316
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:36,-77.612485,163.031675,245.1,0.1276148
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:39,-77.61298167,163.0346567,235.3,0.1266927
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:42,-77.61351333,163.0374867,225.1,0.1231888
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:45,-77.614095,163.04009,214.1,0.1252174
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:48,-77.61470167,163.0424783,202.3,0.120607
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:51,-77.615355,163.044615,190.2,0.1257706
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:54,-77.61600833,163.0467883,178.7,0.1222667
ALBEDO_BOX,11/20/2015,11/20/2015 12:12:57,-77.61667667,163.04902,165.6,0.1235576
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:00,-77.61728,163.0516283,153.3,0.1285368
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:03,-77.6177,163.05483,143.4,0.1396032
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:06,-77.61781667,163.0584117,132,0.1473487
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:09,-77.61771333,163.0621617,123.6,0.1582292
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:12,-77.617495,163.06591,116.2,0.1668968
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:15,-77.61718667,163.0695183,106.9,0.1698475
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:18,-77.616815,163.0729067,99.3,0.1702163
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:21,-77.61642167,163.0761383,92.8,0.1755644
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:24,-77.61602333,163.0793483,88.4,0.1868138
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:27,-77.61561,163.082525,85.3,0.1901333
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:30,-77.615215,163.085775,82.9,0.1864449
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:33,-77.61480167,163.0887767,82.5,0.1840475
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:36,-77.614395,163.0918433,81.7,0.1796215
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:39,-77.61396333,163.0948267,80.8,0.1726137
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:42,-77.61355,163.0978867,78.7,0.1735358
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:45,-77.61311667,163.100905,77.3,0.1833099
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:48,-77.61269,163.1040167,76.3,0.1993541
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:51,-77.61227,163.1070133,76.3,0.2128165
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:54,-77.61186333,163.11,76.3,0.2231438
ALBEDO_BOX,11/20/2015,11/20/2015 12:13:57,-77.61145333,163.11296,75.5,0.2283075
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:00,-77.611025,163.1159317,74.8,0.2305205
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:03,-77.61062,163.1189267,75.7,0.2336555
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:06,-77.61021167,163.1218667,76.1,0.2399257
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:09,-77.60980333,163.1248117,77.1,0.2439848
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:12,-77.60939333,163.12772,78.5,0.2450913
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:15,-77.60897833,163.1307367,78.4,0.2456446
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:18,-77.60856,163.1337983,77.5,0.2469355
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:21,-77.60813833,163.1368283,77.9,0.2493329
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:24,-77.60774,163.13974,79.3,0.2497018
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:27,-77.60734667,163.1427417,79.8,0.2509927
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:30,-77.60694833,163.145675,80.2,0.2509927
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:33,-77.606565,163.148625,80.7,0.2509927
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:36,-77.60618833,163.15151,80.6,0.2533901
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:39,-77.605815,163.1543933,80,0.2561564
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:42,-77.60543833,163.1573717,79.1,0.2602136
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:45,-77.60506667,163.160415,79.1,0.2417718
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:48,-77.60464167,163.16344,78.4,0.2194573
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:51,-77.60415333,163.1662633,79.2,0.2301535
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:54,-77.60361,163.168885,80.8,0.2430627
ALBEDO_BOX,11/20/2015,11/20/2015 12:14:57,-77.60303667,163.1712733,82.8,0.2325509
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:00,-77.60244333,163.1735067,83.4,0.2192728
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:03,-77.601805,163.1755233,83.4,0.2107896
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:06,-77.60115167,163.177295,84.4,0.2052571
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:09,-77.60048167,163.178945,83.8,0.2026752
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:12,-77.59978333,163.1805783,83.6,0.199909
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:15,-77.59908667,163.18226,83.7,0.1949297
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:18,-77.59838667,163.1842117,82,0.1814672
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:21,-77.597695,163.1862667,83.4,0.1698476
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:24,-77.59703833,163.1883483,88.3,0.1562008
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:27,-77.59641,163.1903817,93.8,0.1370214
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:30,-77.595765,163.1923883,98.1,0.1178421
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:33,-77.59509833,163.1943767,101.7,0.1112031
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:36,-77.59441167,163.1963983,105.1,0.1126785
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:39,-77.59367167,163.1982767,108.8,0.1119408
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:42,-77.59290167,163.200205,113.1,0.1067771
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:45,-77.59214667,163.201875,120.1,0.1084369
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:48,-77.591415,163.2036033,127.1,0.1056706
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:51,-77.59071333,163.2051467,135.4,0.107146
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:54,-77.59002,163.2067583,143.6,0.1119408
ALBEDO_BOX,11/20/2015,11/20/2015 12:15:57,-77.58933,163.208355,150.2,0.1134161
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:00,-77.58867833,163.210035,156.1,0.115998
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:03,-77.58802667,163.211545,161.8,0.1167356
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:06,-77.58741,163.213,166.1,0.1134161
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:09,-77.58678167,163.21435,170,0.1080681
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:12,-77.58617167,163.2156717,173,0.1102811
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:15,-77.58555333,163.2169283,175.9,0.1130473
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:18,-77.58493667,163.2182317,178.4,0.1185798
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:21,-77.58434167,163.21954,183,0.1265097
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:24,-77.58374,163.220865,187,0.1344396
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:27,-77.58314667,163.2221567,190.8,0.1394186
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:30,-77.582545,163.2234117,194.4,0.1482706
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:33,-77.58194833,163.2246533,197.4,0.1585979
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:36,-77.58134167,163.2258817,201.8,0.1643147
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:39,-77.580745,163.2270567,207.6,0.1595199
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:42,-77.58016167,163.2282383,212.5,0.157307
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:45,-77.57957667,163.229445,217,0.153803
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:48,-77.57899167,163.23059,222.3,0.1510368
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:51,-77.578405,163.23184,226.1,0.1534342
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:54,-77.57778833,163.2331083,229.3,0.1711382
ALBEDO_BOX,11/20/2015,11/20/2015 12:16:57,-77.57717333,163.2344233,234.5,0.1895798
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:00,-77.57655167,163.23569,242,0.1838629
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:03,-77.57593333,163.2371083,248.7,0.17372
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:06,-77.57532167,163.2384783,254.6,0.1702161
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:09,-77.57470833,163.23978,262.6,0.1657901
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:12,-77.574125,163.2410617,271.5,0.1796213
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:15,-77.57355833,163.242375,278.3,0.2024889
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:18,-77.57297333,163.2437567,284.2,0.222037
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:21,-77.57238167,163.2450217,292.8,0.233102
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:24,-77.57179,163.2462183,299.6,0.2380812
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:27,-77.571185,163.247485,305.2,0.242876
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:30,-77.570575,163.2487867,310.6,0.2458267
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:33,-77.56998167,163.2504333,314.6,0.2485926
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:36,-77.56938667,163.2523333,317.2,0.2526498
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:39,-77.56880167,163.2546133,320.5,0.2616862
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:42,-77.56826667,163.2568517,325,0.2679563
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:45,-77.56780667,163.2592517,327,0.27312
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:48,-77.56737833,163.2616783,329.5,0.2742264
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:51,-77.56696333,163.2642133,335.9,0.2760706
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:54,-77.56655333,163.2666833,343.3,0.2788368
ALBEDO_BOX,11/20/2015,11/20/2015 12:17:57,-77.56615333,163.2693183,349.5,0.2814187
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:00,-77.56573167,163.2719467,354.3,0.2834472
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:03,-77.56529333,163.2747417,357.6,0.2869512
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:06,-77.56482333,163.2775483,360.9,0.288242
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:09,-77.56435667,163.2805717,362.1,0.2871355
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:12,-77.563895,163.283375,364.7,0.2856602
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:15,-77.56345167,163.2863717,363.9,0.2860291
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:18,-77.56300167,163.2893433,363.2,0.2858447
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:21,-77.56257833,163.2925483,361.6,0.2801277
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:24,-77.56216667,163.2958083,359.1,0.2792057
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:27,-77.56182,163.2993367,354.1,0.2935901
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:30,-77.56157,163.30308,348.1,0.3131382
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:33,-77.56151,163.3071117,341.4,0.3218057
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:36,-77.56156667,163.3111767,334.5,0.3151668
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:39,-77.56172833,163.315265,327.8,0.30152
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:42,-77.56193833,163.3191517,322.2,0.2961719
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:45,-77.56218667,163.322965,316.3,0.3020728
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:48,-77.562495,163.3267033,309.6,0.3112936
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:51,-77.56285333,163.3304283,302.5,0.3184858
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:54,-77.56327833,163.3340167,296.2,0.3216209
ALBEDO_BOX,11/20/2015,11/20/2015 12:18:57,-77.56373833,163.33734,291,0.3223585
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:00,-77.56427667,163.340435,285,0.3184858
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:03,-77.56491833,163.3430633,279.3,0.3052079
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:06,-77.56565833,163.34498,272.8,0.285291
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:09,-77.566465,163.3460817,266.3,0.2646364
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:12,-77.56730667,163.34643,261.5,0.2522806
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:15,-77.56811833,163.3462383,257.5,0.2544936
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:18,-77.568945,163.345565,253.4,0.2655585
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:21,-77.56977833,163.34473,249.6,0.2779144
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:24,-77.570585,163.3437683,246.6,0.290639
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:27,-77.57134167,163.3427033,245.4,0.3013352
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:30,-77.57207,163.3414933,246.7,0.3074209
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:33,-77.57275667,163.3402083,249.3,0.3107404
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:36,-77.57342667,163.33884,251.2,0.313691
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:39,-77.574095,163.3372833,251.6,0.3179326
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:42,-77.57477333,163.3355883,251.4,0.3199611
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:45,-77.57543167,163.3336383,250.4,0.3192235
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:48,-77.57606167,163.33158,250.9,0.3162728
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:51,-77.57664833,163.329405,250.8,0.3142429
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:54,-77.577205,163.3271617,250.8,0.3114767
ALBEDO_BOX,11/20/2015,11/20/2015 12:19:57,-77.57775333,163.324795,250.6,0.3100014
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:00,-77.578285,163.322355,251.1,0.3116611
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:03,-77.57882,163.3198517,251.1,0.3118455
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:06,-77.57935167,163.317345,250.7,0.3096325
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:09,-77.579885,163.3147933,249.8,0.3077884
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:12,-77.58041333,163.3122383,247.9,0.3088949
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:15,-77.58093833,163.3096,244.7,0.3116611
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:18,-77.58148167,163.3069217,241.6,0.3111079
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:21,-77.58201333,163.3042467,239,0.3109235
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:24,-77.582545,163.3015033,235.7,0.3081572
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:27,-77.58306333,163.29873,232.4,0.3048378
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:30,-77.58359167,163.2960067,228.9,0.3004118
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:33,-77.58412333,163.2932517,225.1,0.2937729
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:36,-77.58465833,163.290425,221.1,0.282708
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:39,-77.585175,163.2875217,217,0.2734872
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:42,-77.58570167,163.2846,212,0.2657418
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:45,-77.5862,163.2816467,207.6,0.258734
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:48,-77.58669,163.2788417,202.6,0.250251
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:51,-77.587185,163.2760383,196.1,0.2401081
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:54,-77.58768667,163.2733283,189.4,0.2281212
ALBEDO_BOX,11/20/2015,11/20/2015 12:20:57,-77.588195,163.2706917,183.1,0.2111578
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:00,-77.58872333,163.2680833,176.8,0.1919784
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:03,-77.58929333,163.26566,171.4,0.1739055
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:06,-77.589925,163.26351,165.4,0.1604431
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:09,-77.590655,163.2619633,158.3,0.1521443
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:12,-77.591455,163.2611567,150.5,0.1480871
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:15,-77.59230333,163.26092,141.6,0.1442143
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:18,-77.59318,163.26107,133.6,0.1348091
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:21,-77.59408667,163.261425,124.7,0.1285389
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:24,-77.59498167,163.261865,117.1,0.1222687
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:27,-77.59583833,163.2622883,110.7,0.1152608
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:30,-77.59667167,163.2625983,103.7,0.1064088
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:33,-77.597485,163.2628117,99.6,0.09976977
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:36,-77.598255,163.2629217,96.7,0.0979256
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:39,-77.59902,163.2627667,93,0.1010607
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:42,-77.599755,163.2622383,90.6,0.1095439
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:45,-77.60048167,163.2611567,88.6,0.1283545
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:48,-77.60118,163.2594767,87.3,0.1549105
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:51,-77.60181,163.2571867,85.9,0.1698484
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:54,-77.602315,163.254575,85.4,0.191794
ALBEDO_BOX,11/20/2015,11/20/2015 12:21:57,-77.60274333,163.2517133,83.7,0.2118955
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:00,-77.603135,163.24889,83,0.2257268
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:03,-77.60349833,163.24612,81.8,0.2321814
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:06,-77.603835,163.243325,80.3,0.2349477
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:09,-77.60415167,163.2405417,79.6,0.2360534
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:12,-77.604455,163.23769,79.6,0.2288611
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:15,-77.60473667,163.23475,78.6,0.2104194
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:18,-77.605005,163.231675,77.7,0.1853388
ALBEDO_BOX,11/20/2015,11/20/2015 12:22:21,-77.605245,163.2286183,79.5,0.1705855
